,num_gold,num_gold_correct,num_questions,demog-age,demog-gender,demog-race,job,region,demog-educ,demog-sexual,identification-fake-1,identification-fake-2,identification-fake-3,identification-fake-4,identification-real-1,identification-real-2,identification-real-3,identification-real-4,pct_gold_correct
public.us-east-1.A12KQGDA5YYCW7,6,5,22,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.8333333333333334
public.us-east-1.A1NN61ZAXV9FR0,7,2,28,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.2857142857142857
public.us-east-1.A1E7VDDO8OPXNG,4,2,13,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.5
public.us-east-1.A3UD3Z0MVKSLF3,1,0,4,51-60 years old,Male,White,east-1-split-1-rep-0,east-1,Master's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
public.us-east-1.AAISLVE5U7EPM,4,1,6,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.25
public.us-east-1.ABDWWV9GFHVQ5,0,0,1,31-40 years old,Male,White,east-1-split-1-rep-0,east-1,Bachelor's Degree,Heterosexual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A2BC5O377KEL6N,0,0,1,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,1,0,2,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.0
public.us-east-1.A1VJKHO9V2TVFJ,1,1,1,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,1.0
public.us-east-1.APQXZF7GKNTC,1,1,2,31-40 years old,Male,White,east-1-split-1-rep-0,east-1,Some College,Heterosexual,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
public.us-east-1.A19BG3DNCB8371,15,3,43,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.2
public.us-east-1.A1JDPMVFB8HNMH,24,9,64,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.375
public.us-east-1.A2ATPVV665TR66,24,11,62,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.4583333333333333
public.us-east-1.A3AAJIOULPV12E,20,5,52,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.25
public.us-east-1.A10Q1TJDW26M30,14,8,38,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.5714285714285714
public.us-east-1.A1K7FKUQ1EHVAZ,25,12,66,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.48
public.us-east-1.A2Q99XBBVXFPG7,6,6,21,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A2BL85FF81CS3,22,14,58,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.6363636363636364
public.us-east-1.A28LVKN22K756,12,7,30,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.5833333333333334
public.us-east-1.A1NN61ZAXV9FR0,22,5,58,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.22727272727272727
public.us-east-1.A2BC5O377KEL6N,4,1,5,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.25
public.us-east-1.A6MCR5VWBFWZT,11,4,22,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.36363636363636365
public.us-east-1.A3U5FZX51JBFQW,11,4,31,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.36363636363636365
public.us-east-1.A1PZNXUXSW2MH0,1,1,2,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A3ISXIUWYFY64O,3,1,9,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3A189KXWG4FCC,6,4,17,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A245B3Q3BILZCL,2,0,9,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A15QVZHXJYWO31,2,2,5,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A3UD3Z0MVKSLF3,0,0,3,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A1SCF3L6LTFQHF,1,1,2,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A2WSWG9IQ0ZOC8,0,0,3,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A3JGB3OMTOWR6I,0,0,2,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,0,0,1,,,,east-1-split-0-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A3OUKGS8BDB2I4,9,0,33,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1BLDWE3JYO1O,26,6,66,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.23076923076923078
public.us-east-1.AMVUI6CR7NG5C,5,3,28,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.6
public.us-east-1.A34OH8N3GTAD4T,5,1,21,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.2
public.us-east-1.A13R2JMVMPIF6H,1,0,5,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1JDPMVFB8HNMH,15,5,32,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A47LXYTWFIB6F,2,0,6,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1E7VDDO8OPXNG,12,5,30,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.4166666666666667
public.us-east-1.ALJXFAPVR5NY0,4,3,11,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.75
public.us-east-1.A2RRRIDXT8IC1Z,18,2,45,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.1111111111111111
public.us-east-1.AAISLVE5U7EPM,13,0,34,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A19BG3DNCB8371,11,5,24,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.45454545454545453
public.us-east-1.A178BXD4UBX932,11,3,23,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.2727272727272727
public.us-east-1.A2HUKA5ICTMDMZ,8,0,17,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1SCF3L6LTFQHF,3,3,12,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A3A189KXWG4FCC,6,1,12,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.16666666666666666
public.us-east-1.A1NN61ZAXV9FR0,13,3,33,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.23076923076923078
public.us-east-1.A1K7FKUQ1EHVAZ,11,5,19,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.45454545454545453
public.us-east-1.A12KQGDA5YYCW7,5,2,11,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.4
public.us-east-1.A104XTKILKOFQ3,5,2,15,21-30 years old,Female,White,east-1-split-0-rep-2,east-1,Bachelor's Degree,,,,,,,,,,0.4
public.us-east-1.A10Q1TJDW26M30,5,2,16,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.4
public.us-east-1.A2VTNO389Z7GZZ,4,3,12,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.75
public.us-east-1.A3UFJ3TBCTNCLQ,11,3,23,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.2727272727272727
public.us-east-1.A2YHLPK2DKQRCL,4,0,4,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A28LVKN22K756,4,4,7,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A245B3Q3BILZCL,5,2,13,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.4
public.us-east-1.A2Q99XBBVXFPG7,3,2,7,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A6MCR5VWBFWZT,3,1,9,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A2C66BD4D2GOEZ,4,0,11,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,1,1,6,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A2BL85FF81CS3,6,3,11,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.5
public.us-east-1.A3JGB3OMTOWR6I,4,0,7,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,2,1,4,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.5
public.us-east-1.A1MHUF6WJDR4A2,1,1,5,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.AI91L9BSP6NBM,1,1,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A2WSWG9IQ0ZOC8,1,1,5,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A1EAJF4MKAGHJE,4,3,6,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.75
public.us-east-1.AO2PSM6P2W9P7,1,0,5,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1835WYUAG97F9,2,0,5,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2C8IESKZ6MSNF,0,0,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.ALXIA5WJ916PJ,1,1,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A2BJMVJXFMT6R3,0,0,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,1,0,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1TKVWCJLBIUYF,1,1,1,,,,east-1-split-0-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A2RRRIDXT8IC1Z,5,2,10,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.4
public.us-east-1.A3F293Q71V7LXQ,23,9,55,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.391304347826087
public.us-east-1.AOMSOIGOYPFXX,18,1,43,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.05555555555555555
public.us-east-1.A1RZYFWFP9M2ZL,15,4,42,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.26666666666666666
public.us-east-1.A2C8IESKZ6MSNF,6,2,15,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A2D9CD4ELPYVUA,10,0,16,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1EAJF4MKAGHJE,3,3,5,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A1I0LW3KRXJX0P,2,0,7,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2VTNO389Z7GZZ,1,1,3,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.AEFBNJYPN71F9,7,0,25,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3GFL1OXQNL2LB,4,1,18,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.25
public.us-east-1.A3ISXIUWYFY64O,4,3,10,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.75
public.us-east-1.A82CT5AM23KMR,6,0,17,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2PIU9D1SJBXUD,7,0,14,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AW0CTE2B06BWI,7,0,22,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,7,1,20,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.14285714285714285
public.us-east-1.A30E6TB3PNFRI3,9,0,16,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A34OH8N3GTAD4T,4,0,12,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AUVBBPEQIRHK3,4,0,11,31-40 years old,Male,White,east-1-split-0-rep-1,east-1,Master's Degree,Heterosexual,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
public.us-east-1.A2C66BD4D2GOEZ,6,3,19,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A3JGB3OMTOWR6I,7,0,10,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,2,0,6,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A29HA5NCDKNN5U,1,1,8,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A1E7VDDO8OPXNG,5,0,11,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1ODA3Q5H6HTDQ,0,0,1,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AMVUI6CR7NG5C,14,11,34,21-30 years old,Female,White,east-1-split-0-rep-1,east-1,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7857142857142857
public.us-east-1.A6MCR5VWBFWZT,2,0,7,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3AUJCI9H4XBO0,13,0,26,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2BJMVJXFMT6R3,1,0,6,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A245B3Q3BILZCL,3,0,9,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2BL85FF81CS3,5,1,19,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.2
public.us-east-1.A3GE6PFS8JGEW2,2,1,3,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A19BG3DNCB8371,6,3,22,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A2D8U77XWH40I4,2,0,7,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2ATPVV665TR66,0,0,1,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,3,1,7,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.AAISLVE5U7EPM,4,0,9,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2DBPQCHNR30EU,4,1,10,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.25
public.us-east-1.A10X6FEDISRRB1,4,4,11,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A3OUKGS8BDB2I4,0,0,6,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A28LVKN22K756,2,1,8,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A3UFJ3TBCTNCLQ,1,0,3,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3HJ1RFM8ZYNGZ,3,3,5,31-40 years old,Male,White,east-1-split-0-rep-1,east-1,PhD or other doctorate,Heterosexual,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
public.us-east-1.AP4LB7P4K7M9L,0,0,1,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A26BQOPGB12IXD,1,0,1,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A10Q1TJDW26M30,1,0,1,,,,east-1-split-0-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1K7FKUQ1EHVAZ,16,4,41,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.25
public.us-east-1.A2I9BPKBUTYWTY,8,4,32,21-30 years old,Female,White,east-1-split-0-rep-0,east-1,Bachelor's Degree,Heterosexual,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5
public.us-east-1.A3U5FZX51JBFQW,9,1,19,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.1111111111111111
public.us-east-1.A3JGB3OMTOWR6I,15,11,35,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.7333333333333333
public.us-east-1.A25SH3L1UR6Y1Z,1,1,5,21-30 years old,Male,White,east-1-split-0-rep-0,east-1,Some College,Asexual,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
public.us-east-1.A1E7VDDO8OPXNG,13,2,35,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.15384615384615385
public.us-east-1.A3AUJCI9H4XBO0,14,6,38,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.42857142857142855
public.us-east-1.A2AYCZZ1IHNJNF,14,6,27,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.42857142857142855
public.us-east-1.A1EAJF4MKAGHJE,7,2,22,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.2857142857142857
public.us-east-1.A1NN61ZAXV9FR0,8,1,29,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.125
public.us-east-1.A2ATPVV665TR66,11,4,33,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.36363636363636365
public.us-east-1.A3EYXR4HIZ4YL6,12,3,36,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.25
public.us-east-1.A2RRRIDXT8IC1Z,4,0,21,21-30 years old,Female,White,east-1-split-0-rep-0,east-1,Master's Degree,Heterosexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
public.us-east-1.A4WEWT7GG2VOT,9,2,26,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.2222222222222222
public.us-east-1.A12KQGDA5YYCW7,5,2,15,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.4
public.us-east-1.A3A189KXWG4FCC,14,4,39,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.2857142857142857
public.us-east-1.A2BL85FF81CS3,8,1,23,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.125
public.us-east-1.A34ZAOC90XFXLR,6,1,12,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.16666666666666666
public.us-east-1.A25CRYCU7YUITQ,11,5,30,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.45454545454545453
public.us-east-1.A2OTMALDJLAS7,15,7,35,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.4666666666666667
public.us-east-1.A3AAJIOULPV12E,13,5,23,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.38461538461538464
public.us-east-1.A34OH8N3GTAD4T,9,1,10,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.1111111111111111
public.us-east-1.A10Q1TJDW26M30,1,1,2,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,1.0
public.us-east-1.A47LXYTWFIB6F,1,0,4,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.0
public.us-east-1.AAISLVE5U7EPM,0,0,1,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,1,1,1,,,,east-1-split-0-rep-0,east-1,,,,,,,,,,,1.0
