,num_gold,num_gold_correct,num_questions,demog-age,demog-gender,demog-race,job,region,demog-educ,demog-sexual,identification-fake-1,identification-fake-2,identification-fake-3,identification-fake-4,identification-real-1,identification-real-2,identification-real-3,identification-real-4,pct_gold_correct
public.us-east-1.A2BL85FF81CS3,8,2,15,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.25
public.us-east-1.A26BQOPGB12IXD,1,0,8,51-60 years old,Male,White,east-2-split-0-rep-1,east-2,Bachelor's Degree,Heterosexual,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
public.us-east-1.A2D8U77XWH40I4,1,0,4,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,0,0,2,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A30E6TB3PNFRI3,3,1,5,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.AGYT38VVSA48K,7,3,18,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A245B3Q3BILZCL,1,1,5,21-30 years old,Male,White,east-2-split-0-rep-1,east-2,Bachelor's Degree,Heterosexual,1.0,1.0,0.0,,1.0,1.0,0.0,0.0,1.0
public.us-east-1.A1MHUF6WJDR4A2,0,0,3,21-30 years old,Female,White,east-2-split-0-rep-1,east-2,Bachelor's Degree,Heterosexual,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
public.us-east-1.A2VTNO389Z7GZZ,4,3,5,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.75
public.us-east-1.A3AAJIOULPV12E,2,0,6,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A29HA5NCDKNN5U,0,0,2,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A2C66BD4D2GOEZ,2,0,4,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A1RZYFWFP9M2ZL,1,0,1,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A3JGB3OMTOWR6I,6,1,11,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A3OUKGS8BDB2I4,2,0,3,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A1ODA3Q5H6HTDQ,0,0,1,31-40 years old,Female,White,east-2-split-0-rep-1,east-2,Some College,Heterosexual,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
public.us-east-1.A3EYXR4HIZ4YL6,0,0,2,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A1E7VDDO8OPXNG,0,0,1,,,,east-2-split-0-rep-1,east-2,,,,,,,,,,,0.0
public.us-east-1.A3A189KXWG4FCC,12,1,37,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.08333333333333333
public.us-east-1.A2OTMALDJLAS7,11,6,30,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.5454545454545454
public.us-east-1.A2ATPVV665TR66,11,1,30,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.09090909090909091
public.us-east-1.A1RZYFWFP9M2ZL,3,2,12,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.6666666666666666
public.us-east-1.A1K7FKUQ1EHVAZ,16,2,43,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.125
public.us-east-1.A3EYXR4HIZ4YL6,11,5,24,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.45454545454545453
public.us-east-1.A3JGB3OMTOWR6I,12,5,29,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.4166666666666667
public.us-east-1.A34OH8N3GTAD4T,6,1,17,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.16666666666666666
public.us-east-1.A34ZAOC90XFXLR,12,3,31,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.25
public.us-east-1.A1NN61ZAXV9FR0,11,1,38,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.09090909090909091
public.us-east-1.A25CRYCU7YUITQ,9,5,26,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.5555555555555556
public.us-east-1.A3AAJIOULPV12E,7,3,27,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A2RRRIDXT8IC1Z,7,1,25,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.14285714285714285
public.us-east-1.AOMSOIGOYPFXX,1,0,6,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A10Q1TJDW26M30,5,2,15,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.4
public.us-east-1.A2I9BPKBUTYWTY,6,0,20,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A3U5FZX51JBFQW,13,4,25,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.3076923076923077
public.us-east-1.A2BL85FF81CS3,8,2,15,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.25
public.us-east-1.A4WEWT7GG2VOT,6,0,16,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A2AYCZZ1IHNJNF,9,3,21,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3AUJCI9H4XBO0,9,0,21,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A230J2JPVXVTKB,3,1,7,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3F293Q71V7LXQ,5,2,13,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.4
public.us-east-1.AOAMTLMPOJ7P7,1,1,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,1.0
public.us-east-1.A47LXYTWFIB6F,2,1,2,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.5
public.us-east-1.A2C66BD4D2GOEZ,8,3,15,51-60 years old,Female,White,east-2-split-0-rep-0,east-2,Master's Degree,Heterosexual,,,,,,,,,0.375
public.us-east-1.A12KQGDA5YYCW7,14,6,23,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.42857142857142855
public.us-east-1.A2W3SU4RZN9AZD,0,0,2,21-30 years old,Male,Black,east-2-split-0-rep-0,east-2,Some College,Heterosexual,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
public.us-east-1.A6MCR5VWBFWZT,2,2,8,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,1.0
public.us-east-1.A2BJMVJXFMT6R3,0,0,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A2BC5O377KEL6N,1,1,2,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,1.0
public.us-east-1.A314XJY8V1YL12,1,1,3,51-60 years old,Female,White,east-2-split-0-rep-0,east-2,Master's Degree,Heterosexual,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
public.us-east-1.A19OW01UZETDXL,0,0,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A10X6FEDISRRB1,0,0,2,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,0,0,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A1EAJF4MKAGHJE,1,0,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A2D8U77XWH40I4,1,0,1,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,0.0
public.us-east-1.A3QGZ31LEUFJV1,1,1,3,,,,east-2-split-0-rep-0,east-2,,,,,,,,,,,1.0
public.us-east-1.A1NN61ZAXV9FR0,22,3,60,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.13636363636363635
public.us-east-1.A3U5FZX51JBFQW,7,4,28,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.5714285714285714
public.us-east-1.A10Q1TJDW26M30,15,5,43,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A1K7FKUQ1EHVAZ,25,15,68,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.6
public.us-east-1.A3A189KXWG4FCC,8,4,19,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.5
public.us-east-1.A2ATPVV665TR66,15,6,34,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.4
public.us-east-1.A2BL85FF81CS3,10,4,28,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.4
public.us-east-1.A19BG3DNCB8371,15,3,46,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.2
public.us-east-1.A47LXYTWFIB6F,20,12,56,41-50 years old,Female,White,east-1-split-1-rep-3,east-1,Bachelor's Degree,Bisexual,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6
public.us-east-1.A3AAJIOULPV12E,22,5,52,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.22727272727272727
public.us-east-1.A12KQGDA5YYCW7,12,5,36,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.4166666666666667
public.us-east-1.A245B3Q3BILZCL,7,3,17,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.42857142857142855
public.us-east-1.A2Q99XBBVXFPG7,9,7,22,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.7777777777777778
public.us-east-1.A28LVKN22K756,12,9,24,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.75
public.us-east-1.A1EAJF4MKAGHJE,8,4,25,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.5
public.us-east-1.A15QVZHXJYWO31,1,1,4,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A2BC5O377KEL6N,2,1,9,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.5
public.us-east-1.A6MCR5VWBFWZT,9,2,26,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.2222222222222222
public.us-east-1.A2WSWG9IQ0ZOC8,1,1,2,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.A1PZNXUXSW2MH0,4,2,4,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.5
public.us-east-1.A3JGB3OMTOWR6I,0,0,2,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A1SCF3L6LTFQHF,1,1,5,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,1.0
public.us-east-1.AI91L9BSP6NBM,0,0,2,,,,east-1-split-1-rep-3,east-1,,,,,,,,,,,0.0
public.us-east-1.A2RRRIDXT8IC1Z,21,2,53,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.09523809523809523
public.us-east-1.A1K7FKUQ1EHVAZ,6,1,19,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.16666666666666666
public.us-east-1.A2BL85FF81CS3,4,1,16,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.25
public.us-east-1.A178BXD4UBX932,8,1,26,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.125
public.us-east-1.A3OUKGS8BDB2I4,10,2,28,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.2
public.us-east-1.A1JDPMVFB8HNMH,8,2,28,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.25
public.us-east-1.A245B3Q3BILZCL,5,0,15,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A26BQOPGB12IXD,3,0,13,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,4,3,8,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.75
public.us-east-1.A34OH8N3GTAD4T,24,8,64,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A1E7VDDO8OPXNG,8,1,29,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.125
public.us-east-1.AEFBNJYPN71F9,6,1,15,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.16666666666666666
public.us-east-1.A19BG3DNCB8371,5,1,15,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.2
public.us-east-1.A2VTNO389Z7GZZ,3,2,10,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2C66BD4D2GOEZ,7,1,12,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.14285714285714285
public.us-east-1.A28LVKN22K756,0,0,5,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1NN61ZAXV9FR0,14,5,34,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.35714285714285715
public.us-east-1.ABDWWV9GFHVQ5,0,0,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A6MCR5VWBFWZT,4,3,9,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.75
public.us-east-1.AAISLVE5U7EPM,13,4,32,51-60 years old,Female,White,east-1-split-1-rep-2,east-1,Master's Degree,Heterosexual,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3076923076923077
public.us-east-1.A1BLDWE3JYO1O,2,2,8,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A1835WYUAG97F9,1,0,9,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2HUKA5ICTMDMZ,5,0,14,51-60 years old,Male,White,east-1-split-1-rep-2,east-1,Master's Degree,Heterosexual,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
public.us-east-1.A10Q1TJDW26M30,6,3,16,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.5
public.us-east-1.AMVUI6CR7NG5C,9,5,18,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.5555555555555556
public.us-east-1.A104XTKILKOFQ3,5,3,11,21-30 years old,Female,White,east-1-split-1-rep-2,east-1,Bachelor's Degree,Heterosexual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6
public.us-east-1.A3U5FZX51JBFQW,7,1,15,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.14285714285714285
public.us-east-1.AO2PSM6P2W9P7,10,6,25,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.6
public.us-east-1.A1SCF3L6LTFQHF,3,3,9,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A1MHUF6WJDR4A2,4,4,8,21-30 years old,Female,White,east-1-split-1-rep-2,east-1,Bachelor's Degree,Heterosexual,0.0,,,,,,,,1.0
public.us-east-1.A12KQGDA5YYCW7,2,0,6,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,1,0,10,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A47LXYTWFIB6F,1,0,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.AI91L9BSP6NBM,1,1,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A1NA5IPNSNOGYF,0,0,3,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2YHLPK2DKQRCL,1,0,4,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A13R2JMVMPIF6H,3,0,5,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2RAXDXAJ13EYX,1,0,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,1,1,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A3JGB3OMTOWR6I,4,1,7,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.25
public.us-east-1.A2C8IESKZ6MSNF,1,1,2,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A1TKVWCJLBIUYF,0,0,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2BJMVJXFMT6R3,2,0,2,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.ALXIA5WJ916PJ,1,0,1,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,0.0
public.us-east-1.A2Q99XBBVXFPG7,1,1,2,,,,east-1-split-1-rep-2,east-1,,,,,,,,,,,1.0
public.us-east-1.A19BG3DNCB8371,15,4,36,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.26666666666666666
public.us-east-1.A3AAJIOULPV12E,6,2,17,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3JGB3OMTOWR6I,6,3,11,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A2MEAI3FBSWOFS,5,1,12,21-30 years old,Female,White,east-1-split-1-rep-1,east-1,Bachelor's Degree,Heterosexual,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2
public.us-east-1.A2YHLPK2DKQRCL,21,0,59,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1V5E8U7EGX5KZ,5,0,13,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1E7VDDO8OPXNG,0,0,7,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A4WEWT7GG2VOT,15,0,38,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2VTNO389Z7GZZ,3,2,7,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A2C8IESKZ6MSNF,11,3,26,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.2727272727272727
public.us-east-1.A3OUKGS8BDB2I4,1,1,5,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A2C66BD4D2GOEZ,13,6,28,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.46153846153846156
public.us-east-1.A2D8U77XWH40I4,7,0,15,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A135P8F6U7GTED,5,0,12,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AUVBBPEQIRHK3,6,0,18,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A245B3Q3BILZCL,4,1,13,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.25
public.us-east-1.A1EAJF4MKAGHJE,1,0,7,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A26BQOPGB12IXD,0,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2RRRIDXT8IC1Z,5,2,9,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.4
public.us-east-1.A10Q1TJDW26M30,4,1,12,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.25
public.us-east-1.A10X6FEDISRRB1,4,3,16,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.75
public.us-east-1.A2D9CD4ELPYVUA,4,0,13,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1GBNQ1TUL5ZLL,0,0,4,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3F293Q71V7LXQ,1,1,2,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A21X60VQIDZU4D,10,10,24,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.ALXIA5WJ916PJ,9,3,26,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.AW0CTE2B06BWI,3,1,9,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A13R2JMVMPIF6H,1,1,2,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A30E6TB3PNFRI3,0,0,6,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A19OW01UZETDXL,7,0,20,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1PZNXUXSW2MH0,1,1,4,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A2PIU9D1SJBXUD,0,0,11,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AEFBNJYPN71F9,1,1,4,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A3N3XW7KMFJC9C,0,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1I0LW3KRXJX0P,3,0,7,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AGYT38VVSA48K,1,1,4,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A3HJ1RFM8ZYNGZ,0,0,2,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A34ZAOC90XFXLR,6,2,16,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A3N5ZEB7VBLTXO,4,2,12,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.5
public.us-east-1.A6MCR5VWBFWZT,3,1,8,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.AAISLVE5U7EPM,2,0,7,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3UMDBK39LN29J,3,2,10,31-40 years old,Male,White,east-1-split-1-rep-1,east-1,Bachelor's Degree,Bisexual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666
public.us-east-1.A3AUJCI9H4XBO0,4,0,6,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A28LVKN22K756,3,2,8,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A17PYKQUQH830K,4,4,5,31-40 years old,Female,White,east-1-split-1-rep-1,east-1,PhD or other doctorate,Heterosexual,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
public.us-east-1.A2DBPQCHNR30EU,5,0,9,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.ANIXYYFREZVH,1,1,3,31-40 years old,Male,Asian,east-1-split-1-rep-1,east-1,Master's Degree,Heterosexual,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
public.us-east-1.A2BJMVJXFMT6R3,2,0,9,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2AYCZZ1IHNJNF,0,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A29HA5NCDKNN5U,3,2,10,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.6666666666666666
public.us-east-1.A14NGT8WVKVENT,1,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.AP4LB7P4K7M9L,1,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A3JT2I4GGKDYPE,1,1,1,21-30 years old,Male,Asian,east-1-split-1-rep-1,east-1,Some College,Heterosexual,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
public.us-east-1.ALJXFAPVR5NY0,1,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A2DYEFXWV7D6EO,1,0,1,31-40 years old,Male,Asian,east-1-split-1-rep-1,east-1,Some College,Heterosexual,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
public.us-east-1.A3GE6PFS8JGEW2,1,0,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,0.0
public.us-east-1.A1ODA3Q5H6HTDQ,1,1,1,,,,east-1-split-1-rep-1,east-1,,,,,,,,,,,1.0
public.us-east-1.A2OTMALDJLAS7,9,4,24,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.4444444444444444
public.us-east-1.A3N3XW7KMFJC9C,15,4,42,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.26666666666666666
public.us-east-1.A1K7FKUQ1EHVAZ,7,2,24,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.2857142857142857
public.us-east-1.A3A189KXWG4FCC,14,3,34,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.21428571428571427
public.us-east-1.A2BL85FF81CS3,7,1,23,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.14285714285714285
public.us-east-1.A2ATPVV665TR66,11,6,36,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.5454545454545454
public.us-east-1.A10Q1TJDW26M30,8,1,18,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.125
public.us-east-1.A3GE6PFS8JGEW2,10,1,25,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.1
public.us-east-1.AL42QQ0WUTNJY,4,2,13,,Female,,east-1-split-1-rep-0,east-1,,,0.0,,,,,,,,0.5
public.us-east-1.A25CRYCU7YUITQ,9,4,25,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.4444444444444444
public.us-east-1.A3U5FZX51JBFQW,6,3,19,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.5
public.us-east-1.A3JGB3OMTOWR6I,5,2,12,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.4
public.us-east-1.A1ZB9WNZ24QDBU,1,1,1,21-30 years old,Male,Black,east-1-split-1-rep-0,east-1,Master's Degree,Heterosexual,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
public.us-east-1.A3QGZ31LEUFJV1,5,5,11,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,1.0
public.us-east-1.A3AAJIOULPV12E,9,3,21,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.3333333333333333
public.us-east-1.A34ZAOC90XFXLR,7,4,20,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.5714285714285714
public.us-east-1.A2I9BPKBUTYWTY,5,3,12,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.6
public.us-east-1.A34OH8N3GTAD4T,15,4,44,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.26666666666666666
public.us-east-1.A178BXD4UBX932,14,3,27,51-60 years old,Female,White,east-1-split-1-rep-0,east-1,Master's Degree,Heterosexual,0.0,1.0,,1.0,0.0,,0.0,0.0,0.21428571428571427
public.us-east-1.A25SH3L1UR6Y1Z,8,8,12,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,1.0
public.us-east-1.A1RZYFWFP9M2ZL,10,2,32,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.2
public.us-east-1.A2RAXDXAJ13EYX,10,7,28,21-30 years old,Female,White,east-1-split-1-rep-0,east-1,Master's Degree,Bisexual,0.0,,0.0,,1.0,,,,0.7
public.us-east-1.A2RRRIDXT8IC1Z,11,5,29,,,,east-1-split-1-rep-0,east-1,,,,,,,,,,,0.45454545454545453
